frame_id,person_id,gx,gy
6,36,6.7138815,5.9362044
6,37,-5.0723653,4.77664
6,38,17.738129,1.0256629
7,0,0.39911443,11.799961
7,1,4.349422,26.310339
7,2,10.699649,19.288649
7,3,3.8719103,5.9874105
7,4,9.686755,14.094851
7,5,16.277199,14.974058
7,6,0.92784023,21.56965
7,7,-3.9798741,6.944931
7,8,-2.40914,3.4100394
7,9,7.4906225,7.7411966
7,10,-2.7252996,7.4073205
7,11,9.246799,4.6414504
7,12,10.232124,2.1789806
7,13,5.378869,3.7189298
7,14,-1.5347303,2.9951687
7,15,16.8348,3.4881268
7,16,10.315928,8.911217
7,17,15.162799,15.439768
7,18,4.36505,6.401618
7,19,-4.793494,20.90702
7,20,0.17689526,15.713141
7,21,18.473774,5.9749565
7,22,8.549315,4.5689597
7,23,1.4140129,4.331973
7,24,14.918136,3.026883
7,25,-1.0943531,2.8486118
7,26,2.638244,2.455064
7,27,7.924375,4.8865
7,28,12.128572,9.985042
7,29,-3.1007023,4.36064
7,30,17.665407,0.8795918
7,31,14.484431,16.2729
7,32,13.684854,15.489164
7,33,6.7007227,5.9606066
7,34,12.184832,7.2005897
7,35,-5.0723085,4.752278
8,0,10.693028,19.264124
8,1,0.37924635,11.897725
8,2,16.297604,15.292475
8,3,-4.81221,20.441212
8,4,4.369235,26.310347
8,5,0.96078986,21.594189
8,6,-3.9994886,6.896178
8,7,7.4906306,7.790016
8,8,9.6932745,13.97248
8,9,3.8850117,6.08495
8,10,-1.5478688,2.9951823
8,11,0.11108684,15.664208
8,12,5.3722935,3.7189362
8,13,-2.4090962,3.3856866
8,14,10.315928,8.911217
8,15,16.722717,3.415094
8,16,-2.8435402,7.35863
8,17,10.225512,2.1302683
8,18,18.500074,5.9505253
8,19,7.89804,4.813378
8,20,9.253342,4.5682983
8,21,-1.1075294,2.872975
8,22,-2.7778463,7.38297
8,23,8.555895,4.5689535
8,24,2.6513877,2.45505
8,25,15.169398,15.439766
8,26,1.4140382,4.3076053
8,27,12.128547,9.960604
8,28,4.345359,6.304069
8,29,6.6941433,6.058179
8,30,14.871979,2.978181
8,31,14.490993,16.248396
8,32,17.651978,0.75781816
8,33,-5.0788207,4.727922
8,34,13.691417,15.464669
9,0,10.693068,19.313175
9,1,0.3328338,12.166592
9,2,16.284683,15.439456
9,3,4.389048,26.310354
9,4,-4.7924976,20.465727
9,5,0.9937399,21.618725
9,6,9.686696,13.996955
9,7,-4.012582,6.871804
9,8,5.3722935,3.7189362
9,9,-1.5544381,2.995189
9,10,7.4972134,7.790011
9,11,-2.4027019,3.4830928
9,12,16.663458,3.4151535
9,13,0.110675566,15.982404
9,14,10.218934,2.1302755
9,15,9.253342,4.5682983
9,16,10.322462,8.837939
9,17,18.500074,5.9505253
9,18,3.8653193,6.0118036
9,19,8.562474,4.5689473
9,20,7.8914485,4.764621
9,21,12.128547,9.960604
9,22,-1.1338447,2.8973522
9,23,4.3191023,6.1821394
9,24,2.631672,2.455071
9,25,1.4140382,4.3076053
9,26,15.162676,15.366282
9,27,-2.8303466,7.3342295
9,28,18.833527,24.077734
9,29,-2.7515051,7.358559
9,30,14.832406,2.9294734
9,31,6.6875634,6.0337925
9,32,14.484356,16.223896
9,33,17.638815,0.75783354
9,34,13.678222,15.464672
10,0,4.389092,26.212019
10,1,10.673266,19.313175
10,2,0.3195766,12.2399235
10,3,16.298023,15.512944
10,4,9.699852,13.948005
10,5,-4.0126333,6.8961883
10,6,-4.7989206,20.392185
10,7,7.4972134,7.790011
10,8,-1.5544381,2.995189
10,9,12.128678,10.082795
10,10,0.98722667,21.545124
10,11,9.253342,4.5682983
10,12,10.23209,2.1302612
10,13,-2.4093585,3.5318072
10,14,5.3722935,3.7189362
10,15,18.486895,5.9505363
10,16,0.09091312,15.982409
10,17,16.623951,3.4151936
10,18,8.562483,4.593328
10,19,7.891431,4.691478
10,20,14.832406,2.9294734
10,21,10.309255,8.7891
10,22,3.852232,5.889881
10,23,1.4140382,4.3076053
10,24,6.6875634,6.058184
10,25,-1.1404141,2.8973591
10,26,4.2928014,6.157772
10,27,15.149602,15.439771
10,28,-2.8500223,7.3098545
10,29,2.638244,2.455064
10,30,-2.7580335,7.3341737
10,31,18.793848,24.077724
10,32,16.641392,2.24514
10,33,14.484356,16.223896
10,34,17.62565,0.757849
10,35,13.678255,15.489166
11,0,10.666647,19.28865
11,1,4.4287715,26.089119
11,2,0.31287125,12.337697
11,3,16.284964,15.586442
11,4,-4.779153,20.392185
11,5,1.0070404,21.520592
11,6,-4.0126333,6.8961883
11,7,9.7130375,13.948
11,8,10.225494,2.105909
11,9,7.4906225,7.7411966
11,10,-1.5543985,2.970839
11,11,16.57786,3.41524
11,12,12.135453,10.25387
11,13,18.486895,5.9505363
11,14,5.3722997,3.6945689
11,15,-2.4159715,3.556168
11,16,10.315787,8.715825
11,17,0.064180896,16.276169
11,18,9.26654,4.641432
11,19,15.175709,15.268302
11,20,14.799534,2.9538817
11,21,3.8522453,5.8654947
11,22,4.5391145,14.9042225
11,23,4.30598,6.1089826
11,24,8.569062,4.593322
11,25,7.8782606,4.6427293
11,26,-1.1469836,2.8973658
11,27,6.687564,6.1313615
11,28,1.4206115,4.307599
11,29,16.601797,2.196443
11,30,14.477718,16.199394
11,31,-2.8697438,7.30987
11,32,2.6316915,2.4307199
11,33,17.605959,0.7822293
11,34,13.678255,15.489166
11,35,18.767397,24.077717
12,0,10.666628,19.264124
12,1,4.461771,26.138296
12,2,16.298397,15.708934
12,3,1.0597497,21.569664
12,4,-4.7790976,20.367672
12,5,0.30604297,12.533254
12,6,-4.0257783,6.8961987
12,7,7.4972053,7.7411914
12,8,9.732815,13.947992
12,9,-1.554359,2.946489
12,10,14.786251,2.880774
12,11,10.225477,2.0815501
12,12,5.3722997,3.6945689
12,13,12.142122,10.327189
12,14,18.714375,24.028536
12,15,-2.4160154,3.5805225
12,16,18.486895,5.9505363
12,17,0.05743357,16.398577
12,18,10.31577,8.6914015
12,19,16.538212,3.3421373
12,20,9.26654,4.641432
12,21,3.8390772,5.889892
12,22,15.182307,15.2683
12,23,-1.1601225,2.8973796
12,24,6.6875644,6.155754
12,25,8.575633,4.568935
12,26,-2.895993,7.2855005
12,27,4.312592,6.035811
12,28,14.490879,16.17489
12,29,7.851922,4.545235
12,30,1.4403316,4.3075805
12,31,16.54947,2.3670921
12,32,2.611976,2.430741
12,33,13.691451,15.489162
12,34,17.58616,0.7578952
12,35,-1.4493685,3.0194306
13,0,4.514615,26.113733
13,1,10.679691,19.092451
13,2,0.26654407,12.533271
13,3,-4.7657533,20.294134
13,4,16.325125,15.88043
13,5,7.5103955,7.887643
13,6,9.739378,13.899045
13,7,1.165332,21.520607
13,8,-4.0590014,7.06692
13,9,0.017616903,16.618935
13,10,5.3788323,3.865139
13,11,-2.9223804,7.3343005
13,12,-1.5610074,2.9951959
13,13,18.493427,5.926122
13,14,12.155409,10.42495
13,15,9.273068,4.5438986
13,16,1.4337834,4.2832193
13,17,-2.416103,3.6292322
13,18,8.588782,4.5445423
13,19,16.485207,3.1715336
13,20,14.772852,2.7345514
13,21,10.205676,1.9841378
13,22,3.8524349,5.5241146
13,23,10.315611,8.471605
13,24,-1.166692,2.8973863
13,25,4.292881,5.9870515
13,26,6.680984,6.131367
13,27,15.162758,15.415272
13,28,7.8387527,4.4964895
13,29,2.6251972,2.333325
13,30,12.139182,7.6156497
13,31,13.704646,15.489159
13,32,14.437935,16.076899
13,33,17.559624,0.6604996
14,0,4.5212297,26.089153
14,1,0.22707646,12.508844
14,2,10.686135,18.896265
14,3,-4.7393413,20.26962
14,4,-0.015453269,16.716879
14,5,9.73274,13.825631
14,6,16.331724,15.880429
14,7,1.2115009,21.52061
14,8,7.510408,7.960877
14,9,-4.0656776,7.115697
14,10,-2.9489074,7.456274
14,11,12.155435,10.449391
14,12,9.279649,4.5438924
14,13,-2.4292417,3.6292453
14,14,-1.5674577,2.922153
14,15,5.38539,3.9382405
14,16,18.513138,5.901697
14,17,8.588782,4.5445423
14,18,14.739864,2.6858428
14,19,3.8589847,5.5728745
14,20,10.328641,8.2762375
14,21,-1.166692,2.8973863
14,22,1.4403567,4.283213
14,23,12.132543,7.5668244
14,24,2.6383407,2.3333108
14,25,4.5194488,14.659498
14,26,4.292881,5.9870515
14,27,16.478575,3.1471617
14,28,6.687564,6.106969
14,29,10.199065,1.9354296
14,30,13.71121,15.4646635
14,31,15.162841,15.464263
14,32,7.8321743,4.4964957
14,33,14.457656,16.027893
14,34,17.546356,0.6118033
14,35,-5.027229,5.1420574
14,36,16.483309,2.1965714
15,0,0.20071305,12.533301
15,1,4.567459,26.08917
15,2,-0.015517774,16.76585
15,3,10.69916,18.675575
15,4,-4.7063403,20.24511
15,5,1.2708614,21.520617
15,6,16.344925,15.880425
15,7,-4.072302,7.1400886
15,8,9.732666,13.703277
15,9,7.5170035,8.034108
15,10,10.348309,8.154132
15,11,-2.4293292,3.6779556
15,12,9.273056,4.5195174
15,13,18.51308,5.8772893
15,14,5.405112,3.962591
15,15,-1.5740268,2.92216
15,16,8.595343,4.4957757
15,17,3.8787155,5.5728574
15,18,12.168642,10.473826
15,19,14.759493,2.6127083
15,20,1.4535285,4.2588334
15,21,-2.9293242,7.5294333
15,22,-2.7913134,7.553721
15,23,-1.1733369,2.9460933
15,24,2.6449125,2.3333037
15,25,16.45854,3.0009153
15,26,15.195835,15.464253
15,27,12.126036,7.6400747
15,28,4.3126035,6.0114226
15,29,7.8255897,4.4721236
15,30,13.704578,15.440172
15,31,-5.053393,5.09335
15,32,17.539722,0.5874556
15,33,14.444458,16.027897
16,0,0.1744121,12.508868
16,1,4.5740633,26.089172
16,2,10.712279,18.577497
16,3,1.2840786,21.496084
16,4,-0.04836253,16.6924
16,5,-4.666641,20.171576
16,6,-4.07903,7.213254
16,7,7.5104203,8.034113
16,8,16.36468,15.855919
16,9,9.273044,4.4951367
16,10,9.699484,13.33626
16,11,18.51967,5.8772836
16,12,-2.4292853,3.6536002
16,13,5.411682,3.9869547
16,14,-1.5608885,2.9221463
16,15,3.8853593,5.450938
16,16,10.367993,8.056449
16,17,8.5953245,4.4470167
16,18,1.4469552,4.2588396
16,19,16.471754,3.0252788
16,20,14.759454,2.5883377
16,21,12.1686945,10.522713
16,22,-2.7849214,7.651287
16,23,4.3060255,6.0114284
16,24,-1.1733369,2.9460933
16,25,-2.9098327,7.651381
16,26,2.6448932,2.3576539
16,27,15.195835,15.464253
16,28,12.139261,7.688896
16,29,7.825584,4.4477453
16,30,-5.053506,5.142081
16,31,-1.4690374,2.9951007
16,32,-2.4271395,2.460474
17,0,1.3434651,21.471556
17,1,0.15463164,12.533322
17,2,4.6070848,26.089184
17,3,10.712083,18.332317
17,4,-4.6466002,20.04902
17,5,16.377834,15.831415
17,6,-0.06150662,16.66792
17,7,-4.0791335,7.2620287
17,8,9.712594,13.213923
17,9,5.4050937,4.0357018
17,10,7.497258,8.058535
17,11,16.465075,2.9765315
17,12,9.279623,4.4951305
17,13,-2.4227598,3.6779492
17,14,18.532848,5.877272
17,15,3.8853726,5.4265566
17,16,1.4666752,4.258821
17,17,8.5953245,4.4470167
17,18,-2.7916324,7.724473
17,19,-1.5347699,3.019519
17,20,12.1686945,10.522713
17,21,14.752832,2.5639741
17,22,15.195794,15.439758
17,23,10.374525,7.9831944
17,24,-1.1667674,2.9460866
17,25,4.2994704,5.9626584
17,26,2.638302,2.3820114
17,27,12.139235,7.6644807
17,28,7.825584,4.4477453
17,29,-2.8902483,7.724547
17,30,17.546251,0.56309247
17,31,-2.4275336,2.6795774
17,32,-3.1865363,4.5799794
17,33,-5.0534496,5.1177154
18,0,10.718289,17.842031
18,1,0.12795267,12.802241
18,2,-4.606413,19.754913
18,3,4.6666484,25.769651
18,4,16.417437,15.831405
18,5,9.725629,12.969273
18,6,1.4819744,21.47157
18,7,7.4972825,8.205014
18,8,-0.10762422,16.667929
18,9,9.29277,4.470737
18,10,-4.079237,7.3108044
18,11,5.411658,4.0844374
18,12,18.532848,5.877272
18,13,8.588736,4.4226437
18,14,16.392467,2.8791015
18,15,-2.8182502,7.8952565
18,16,-1.5610867,3.0438967
18,17,1.4863951,4.258802
18,18,3.8788228,5.3777995
18,19,12.175285,10.522709
18,20,-2.4029639,3.629219
18,21,14.726505,2.5640023
18,22,15.20231,15.390766
18,23,4.493332,14.096716
18,24,-3.200104,4.799269
18,25,7.8124266,4.4477577
18,26,-1.1602355,2.9704301
18,27,2.6514843,2.3332965
18,28,10.4074335,7.9587545
18,29,18.535713,23.979326
18,30,4.312762,5.670013
18,31,12.146007,7.835391
18,32,-2.4274023,2.606541
18,33,-5.0401983,5.068973
18,34,13.7242,15.317703
19,0,4.699763,25.523876
19,1,9.725614,12.94481
19,2,10.704975,17.694965
19,3,-4.5994434,19.583364
19,4,0.107917905,13.022285
19,5,16.430779,15.904905
19,6,7.490711,8.278262
19,7,1.5611483,21.447042
19,8,-0.14053234,16.64345
19,9,5.3984995,4.108821
19,10,16.346289,2.8303983
19,11,18.532848,5.877272
19,12,-2.8248706,7.9196568
19,13,-4.0727677,7.359576
19,14,9.292784,4.495118
19,15,10.433775,7.958735
19,16,8.608474,4.422625
19,17,3.891976,5.3777876
19,18,4.50653,14.047779
19,19,12.181875,10.522705
19,20,15.2154665,15.366267
19,21,-1.5742649,3.0682611
19,22,14.713303,2.539646
19,23,1.5718734,4.234353
19,24,-2.4094896,3.6048706
19,25,-3.2133396,4.848012
19,26,12.1525135,7.762135
19,27,2.6580946,2.2845898
19,28,4.339049,5.7187605
19,29,7.8124156,4.399002
19,30,-1.160311,3.019132
19,31,6.680985,6.3265166
19,32,18.502823,24.053068
19,33,13.7242,15.317703
19,34,-2.427665,2.7526162
20,0,10.718132,17.645943
20,1,1.6469179,21.422518
20,2,0.10782301,13.095635
20,3,4.7130547,25.302694
20,4,-4.5789175,19.240305
20,5,9.738751,12.871416
20,6,-0.1405652,16.667934
20,7,7.490711,8.278262
20,8,5.3985057,4.08445
20,9,16.444216,16.027414
20,10,-2.8313994,7.895266
20,11,-4.0728197,7.383965
20,12,16.273779,2.7817242
20,13,18.53938,5.8528585
20,14,3.9117064,5.37777
20,15,8.615052,4.422619
20,16,10.4667015,7.958711
20,17,9.299363,4.495112
20,18,-1.580874,3.092619
20,19,15.228746,15.415254
20,20,14.713264,2.5152762
20,21,4.5329146,13.974373
20,22,12.188438,10.498259
20,23,6.6875653,6.350906
20,24,-2.4088342,3.2395747
20,25,1.54558,4.2343783
20,26,12.132728,7.7377334
20,27,4.345638,5.6943693
20,28,-3.2200053,4.89675
20,29,-1.1471717,3.0191183
20,30,2.6712573,2.260226
20,31,13.717535,15.268722
20,32,7.8058314,4.3746305
20,33,18.483099,24.102232
21,0,4.746201,24.958675
21,1,10.718132,17.645943
21,2,16.458035,16.345968
21,3,0.08797664,13.168995
21,4,9.745328,12.846951
21,5,1.8580097,21.398003
21,6,-4.5259433,19.117792
21,7,7.4907155,8.302677
21,8,-0.16059336,16.863821
21,9,16.227743,2.806147
21,10,5.385347,4.108834
21,11,-4.072871,7.408354
21,12,18.539322,5.828451
21,13,-2.8313537,7.8708706
21,14,8.621632,4.4226127
21,15,10.43372,7.8854885
21,16,4.539534,13.900975
21,17,3.9051297,5.377776
21,18,9.29277,4.470737
21,19,-1.5743443,3.1169634
21,20,12.175259,10.498266
21,21,14.70014,2.53966
21,22,-2.409446,3.5805159
21,23,1.5390067,4.2343845
21,24,15.235304,15.390757
21,25,18.50288,24.077652
21,26,-3.2200053,4.89675
21,27,6.6809855,6.4240966
21,28,12.139473,7.884231
21,29,-1.1340325,3.0191047
21,30,4.3588147,5.6455884
21,31,2.677829,2.260219
22,0,4.7595444,24.590128
22,1,16.478027,16.44399
22,2,0.054834407,13.340171
22,3,10.718152,17.670454
22,4,-4.4925184,18.897285
22,5,1.9239007,21.47161
22,6,-0.1742655,17.231144
22,7,9.745298,12.798027
22,8,7.484124,8.253852
22,9,5.378777,4.084469
22,10,16.18166,2.8061953
22,11,-4.086017,7.408364
22,12,18.545855,5.804038
22,13,9.292758,4.446357
22,14,8.6282015,4.398227
22,15,3.9182699,5.402146
22,16,-2.837974,7.895271
22,17,4.5461426,13.852044
22,18,10.466555,7.7633905
22,19,12.168721,10.547156
22,20,-1.5546756,3.1412945
22,21,-2.4226723,3.6292386
22,22,14.680356,2.515311
22,23,15.241903,15.390755
22,24,1.5521533,4.234372
22,25,6.680986,6.4728885
22,26,4.378591,5.5480347
22,27,2.677829,2.260219
22,28,-1.1339198,2.9460526
22,29,-3.21991,4.848018
22,30,12.132913,7.9086537
22,31,7.786052,4.1796374
23,0,16.498117,16.591032
23,1,4.786081,24.2462
23,2,10.7379265,17.64594
23,3,-4.3606057,18.823778
23,4,0.041346833,13.584712
23,5,2.029506,21.398016
23,6,7.4775367,8.229443
23,7,9.72548,12.724651
23,8,-0.20764127,17.549536
23,9,-4.1056843,7.3839903
23,10,9.299313,4.39759
23,11,5.365618,4.108853
23,12,10.446726,7.6657505
23,13,18.545795,5.779631
23,14,8.628192,4.3738484
23,15,-1.5875229,3.1413283
23,16,16.122183,2.6843867
23,17,3.9577308,5.4021106
23,18,-2.4029639,3.629219
23,19,12.149031,10.6205
23,20,14.640596,2.3447711
23,21,1.5653247,4.209993
23,22,-2.8641806,7.8464994
23,23,15.248544,15.415248
23,24,4.546112,13.925438
23,25,7.7531395,4.082169
23,26,18.423697,24.151384
23,27,-1.1404518,2.921709
23,28,4.450985,5.4504375
23,29,-5.033742,5.1176977
23,30,2.6909723,2.2602048
23,31,-3.2267187,4.969855
23,32,6.6744056,6.49729
24,0,-4.294624,18.774776
24,1,10.737906,17.621431
24,2,4.799312,24.17251
24,3,2.0361245,21.373484
24,4,0.015009608,13.5847225
24,5,16.504957,16.713577
24,6,-0.22088632,17.598524
24,7,7.4709535,8.229447
24,8,9.712342,12.798041
24,9,-4.112257,7.383995
24,10,8.628182,4.34947
24,11,18.565563,5.779614
24,12,9.312459,4.373198
24,13,5.372182,4.1575894
24,14,10.453274,7.61692
24,15,-1.5875229,3.1413283
24,16,16.115692,2.7331412
24,17,12.155727,10.718274
24,18,18.397417,24.225132
24,19,14.653644,2.271654
24,20,3.951219,5.2802114
24,21,-2.4031386,3.7266412
24,22,4.5395646,13.827582
24,23,-2.883858,7.822119
24,24,1.5719225,4.18562
24,25,4.398378,5.4261017
24,26,-1.1339198,2.9460526
24,27,15.313779,14.974353
24,28,7.7334,4.0578136
24,29,2.7106686,2.284533
24,30,-2.4142225,2.582182
24,31,-5.027398,5.2151556
24,32,6.667825,6.4728994
25,0,-4.2353354,18.774773
25,1,4.82572,24.172516
25,2,16.518494,16.885147
25,3,2.0625088,21.373486
25,4,10.724396,17.229305
25,5,-0.011327533,13.584733
25,6,-0.22105257,17.720993
25,7,7.484128,8.278267
25,8,18.565506,5.755207
25,9,9.712298,12.724657
25,10,8.628182,4.34947
25,11,5.3721633,4.2307057
25,12,10.459785,7.519266
25,13,-4.1187263,7.335223
25,14,9.319026,4.348812
25,15,16.089222,2.660048
25,16,3.970936,5.304574
25,17,-1.580993,3.1656733
25,18,18.384192,24.22513
25,19,14.653527,2.1985528
25,20,-2.4098394,3.7997167
25,21,4.533038,13.680806
25,22,1.5653247,4.209993
25,23,12.149163,10.742723
25,24,-1.1339574,2.970403
25,25,7.739973,4.033433
25,26,4.451006,5.4016724
25,27,-5.014372,5.2638774
25,28,2.7172592,2.2601764
25,29,15.294443,15.243774
25,30,-2.4209654,2.6795704
25,31,-2.9101558,7.822139
25,32,12.152646,7.884221
25,33,-3.0153463,7.822217
26,0,4.8521276,24.172523
26,1,-4.163028,18.848263
26,2,16.53854,17.007704
26,3,10.724671,17.572414
26,4,2.088915,21.348955
26,5,-0.037696928,13.609198
26,6,-4.145278,7.4571877
26,7,9.725466,12.700191
26,8,8.628173,4.325092
26,9,18.572094,5.7552013
26,10,-0.24095441,17.818975
26,11,10.453109,7.3972154
26,12,9.312446,4.3488183
26,13,7.484132,8.302682
26,14,16.089176,2.635675
26,15,5.372157,4.2550783
26,16,3.970988,5.207053
26,17,18.370966,24.225126
26,18,-1.594132,3.1656868
26,19,14.607497,2.2229693
26,20,-3.048499,7.9686127
26,21,-2.403357,3.8484242
26,22,4.52646,13.656346
26,23,7.7333846,3.9846919
26,24,4.411565,5.3529434
26,25,-1.1470213,2.921716
26,26,12.129525,10.8649645
26,27,1.5719471,4.161254
26,28,2.7106495,2.308883
26,29,-5.014597,5.3613467
26,30,15.268298,15.390748
26,31,-2.41431,2.6308722
26,32,12.159286,7.9330525
26,33,-2.982614,7.8953776
26,34,6.661245,6.4241133
27,0,4.852136,24.147959
27,1,-4.123449,18.823761
27,2,16.55179,17.032213
27,3,10.704563,17.180298
27,4,-0.05744976,13.609206
27,5,2.1153433,21.299892
27,6,-4.1454864,7.554747
27,7,10.459657,7.3483896
27,8,18.357796,24.249708
27,9,9.718815,12.602352
27,10,-0.26099077,18.014948
27,11,7.49074,8.449171
27,12,18.578684,5.7551956
27,13,8.634752,4.3250856
27,14,5.3524218,4.27947
27,15,4.519872,13.656348
